id,Outlying_polar,Skewed_polar,Clumpy_polar,Sparse_polar,Striated_polar,Convex_polar,Skinny_polar,Stringy_polar,Monotonic_polar,Outlying_contour,Skewed_contour,Clumpy_contour,Sparse_contour,Striated_contour,Convex_contour,Skinny_contour,Stringy_contour,Monotonic_contour,No_of_max_ponits,No_of_min_points,diameter,area,perimeter,physiological_length,physiological_width,aspect_ratio,rectangularity,circularity,compactness,NF,Perimeter_ratio_diameter,Perimeter_ratio_length,Perimeter_ratio_lw,No_of_Convex_points,perimeter_convexity,area_convexity,area_ratio_convexity,equivalent_diameter,cx,cy,eccentriciry,contrast,correlation_texture,inverse_difference_moments,entropy,Mean_R_val,Mean_G_val,Mean_B_val,Std_R_val,Std_G_val,Std_B_val,correlation,Shape_label
11,0,0.453522706,0.006402088,0.014515184,0.974358974,0.000305068,0.209148659,1,0.164176549,0,0.493837155,0.008469165,0.014498098,0.949238579,0.000542878,0.594227942,0.969389913,0.004432781,4,4,1242.869663,558379,3522.154661,1226,706,0.575856444,0.645110195,0.565616534,22.21712037,1.760438617,2.833888995,4.988887622,1.823061419,45,0.884947029,0.116704783,0.895491821,843.1786428,787.7944847,563.9966223,0.837552441,1.50854277,0.999648049,0.642562641,8.884409034,116.4506806,127.1931025,121.7501576,58.41418299,41.08168013,44.47092612,0.067878698,Diamond
12,0,0.508277584,0.008244545,0.014488331,0.964467005,0.000579639,0.332481437,0.984694145,0.175014165,0,0.450016122,0.00572061,0.014247129,0.979057592,0.000594473,0.315349727,1,0.008821545,2,2,1065.114078,645277.5,3721.215627,1024,971,0.948242188,0.648974056,0.585580645,21.45967548,1.096924901,3.493724947,3.83235389,1.865270991,48,0.851894927,0.116400308,0.895736048,906.4175805,843.173666,647.4531868,0.411571926,1.556826868,0.999714038,0.645061026,9.004517534,123.7822756,136.1473509,128.6362349,65.56630103,46.30780311,49.87475517,0.095714355,Diamond
13,0,0.500774185,0.010341978,0.014494615,0.98974359,0.000689579,0.26914406,1,0.171114724,0,0.50791974,0.013129195,0.014494615,0.979274611,0.000765101,0.170208211,1,0.013820404,1,1,959.5441626,504851.5,3238.671469,945,884,0.935449735,0.604337547,0.604838913,20.77639243,1.085457198,3.375218771,3.663655508,1.770733444,34,0.888009764,0.117255272,0.895050599,801.7461531,793.0553271,757.4601775,0.440312345,1.486517929,0.999743367,0.657890391,8.614628423,138.6284444,148.4251174,144.4581058,66.56228769,47.89610569,52.73139642,0.119877682,Diamond
14,0,0.554815562,0.031555985,0.014375852,0.888888889,0.001137472,0.804631235,1,0.221873924,0,0.542451319,0.019754759,0.014666648,0.875576037,0.00156108,0.862294266,1,0.005861062,2,4,1094.800895,522912,3391.811515,783,1072,1.369093231,0.622977069,0.571182709,22.00061454,1.021269492,3.098108094,3.164003279,1.828469819,49,0.866234958,0.085756303,0.921016988,815.9609285,734.3623128,664.9899319,0.765897027,1.601293997,0.99970391,0.652902059,8.837663637,135.1692344,145.1959184,141.4137116,62.99165336,46.9330323,51.412139,-0.077601704,Diamond
15,0,0.492776378,0.006479981,0.014648539,0.968586387,0.000942271,0.238485559,0.98421082,0.177370026,0,0.491718192,0.014978378,0.014358101,0.97979798,0.000762783,0.333898901,1,0.015742054,1,1,978.8176541,413419,3013.385109,686,979,1.427113703,0.615578757,0.572125125,21.96437467,0.999813743,3.078597015,3.078023604,1.809840906,46,0.863877525,0.083166231,0.923219328,725.521481,758.7200314,589.396357,0.772822305,1.659988612,0.999634988,0.650177719,8.67818994,141.8028346,152.1134643,147.5903351,57.88365747,43.04259731,46.83960169,0.127944105,Diamond
16,0,0.469507425,0.04714576,0.014643506,0.962365591,0.000997774,0.248526219,0.983784102,0.178118597,0,0.534816458,0.013898229,0.014490523,0.975845411,0.000673302,0.157820778,1,0.01753123,2,2,1458.199232,1100004,4164.952773,1445,1041,0.720415225,0.731266516,0.796863557,15.76978957,1.400767754,2.856230261,4.000915248,1.675363143,113,0.931427271,0.012326773,0.987823326,1183.456206,775.3150582,634.8939751,0.699451874,1.949086703,0.999510743,0.629830922,9.039514731,71.84796947,91.37673838,80.36515249,55.57588327,39.83693716,43.49976567,0.134382394,Simple_round
17,0,0.507194302,0.010006115,0.01450801,0.969543147,0.001161646,0.254420681,0.984694145,0.179914423,0,0.5330973,0.011238481,0.01450801,0.990430622,0.000661022,0.467727105,1,0.018266905,2,2,1376.976761,965550,3925.413673,1370,973,0.710218978,0.724338152,0.787433289,15.95864792,1.415186805,2.850747946,4.034340876,1.675379288,120,0.93110235,0.012981202,0.98718515,1108.772494,794.7302608,663.3777228,0.717113929,1.899895411,0.999541323,0.632297126,8.993511196,79.66140082,97.73968936,88.90112813,55.94317471,40.58542871,46.09638917,0.136543183,Simple_round
18,0,0.484388661,0.033058456,0.014512437,0.96373057,0.001379861,0.426641283,0.984375285,0.196467014,0,0.485952,0.01433526,0.014495354,0.974747475,0.000281926,0.176534155,1,0.013051579,2,3,1498.562645,692216,3668.179048,1494,625,0.418340027,0.74132905,0.646473081,19.43835094,2.397700231,2.44779827,5.869086477,1.731089688,108,0.937935491,0.01061085,0.989500558,938.8060421,838.2016855,695.7507819,0.906116319,1.693715309,0.999620804,0.63860482,8.66545764,104.9274162,115.0832715,106.6540992,59.18882384,41.72687215,46.45568783,0.114204439,Simple_round
19,0,0.492587371,0.034537161,0.01451387,0.96875,0.00121721,0.335883807,1,0.203337186,0,0.464512815,0.010173968,0.014801301,0.978609626,0.000540818,0.168283634,1,0.008698319,2,2,1513.499917,1158786.5,4330.377095,1459,1083,0.742289239,0.733364154,0.77653647,16.1825891,1.397506849,2.861167712,3.998501473,1.703531509,108,0.922998091,0.022582244,0.977916452,1214.665714,785.8588205,618.2291279,0.657916484,2.017680374,0.999376162,0.626814669,9.053286421,68.53216594,90.17915058,78.79390684,50.97167592,35.35059316,40.09591642,0.092397887,Simple_round
20,0,0.498526434,0.006419353,0.014360209,0.951086957,0.001235523,0.403069629,0.983606886,0.239048004,0,0.504546314,0.013130129,0.014256274,0.979695431,0.000498264,0.475576806,1,0.000323564,1,2,1590.838772,1336339,4590.810643,1537,1172,0.762524398,0.741848399,0.796797105,15.77110476,1.357370966,2.885779956,3.917073928,1.6946514,110,0.93279726,0.012959661,0.987206143,1304.407781,810.5237415,633.0196108,0.623548427,2.623048895,0.999163164,0.591907138,8.805807231,54.97884171,80.6754757,67.34846069,49.66667424,35.350928,38.20532741,0.016219941,Simple_round
21,0,0.493388023,0.022083573,0.014363366,0.958974359,0.001346148,0.400113574,0.984536359,0.308357672,0,0.524784964,0.012128161,0.014449427,0.980392157,0.000790639,0.370942085,1,0.011636898,1,2,1487.377558,628943.5,3536.632805,1487,550,0.369872226,0.769020603,0.631890106,19.88695582,2.704322833,2.377763995,6.430241463,1.736196762,134,0.948206701,0.003824668,0.996189904,894.8719102,804.5899264,725.7548503,0.928836917,1.701755639,0.999648612,0.638421235,8.486746487,108.9134822,122.080175,114.6418162,60.36712583,43.90402136,49.09274729,-0.109637535,Simple_round
22,0,0.491190228,0.007423672,0.014496633,0.974619289,0.000899388,0.511851602,0.984694145,0.316776104,0,0.494905761,0.011440984,0.014513718,0.979487179,0.000664544,0.180228545,1,0.013739182,1,2,1426.840566,1174060.5,4262.970017,1418,1107,0.78067701,0.747939768,0.811849981,15.47868561,1.288925534,2.98769892,3.850921424,1.688304957,125,0.929038436,0.008519152,0.991552811,1222.644779,791.8221501,601.561058,0.600864433,1.956232709,0.999441191,0.631066703,8.645371231,64.40093463,87.82608741,75.72281501,53.57023561,36.7997856,40.34872499,-0.118575973,Simple_round
23,0,0.465664755,0.012412947,0.014510464,0.953125,0.00085028,0.59018947,0.984293483,0.314294094,0,0.475013065,0.006385703,0.014646396,0.975,0.000619546,0.383399057,1,0.016527966,1,2,1463.196843,1089673,4200.016705,1431,1061,0.741439553,0.717697069,0.7762543,16.18847151,1.379073367,2.870438606,3.958545433,1.685399962,107,0.931282176,0.01056739,0.989543112,1177.885714,764.8233687,695.2037508,0.672018857,1.993928036,0.999537218,0.63015798,8.939286607,82.01183581,95.57669287,87.39470081,59.91372822,40.32430563,45.31397333,-0.129247608,Simple_round
24,0,0.467053774,0.007130972,0.014517013,0.974093264,0.000748155,0.318456985,0.984375285,0.304030523,0,0.469825732,0.015688139,0.01470368,0.962162162,0.000670239,0.140416138,0.983695976,0.017535516,4,5,1532.052871,1193454.5,4426.626875,1484,1101,0.741913747,0.730440166,0.76536729,16.41874533,1.391510328,2.889343415,4.020551204,1.712428192,114,0.912214946,0.011273157,0.98885251,1232.701693,772.2313254,600.1377936,0.682188403,1.844345011,0.999467484,0.633136136,8.993566176,72.52304878,92.34752848,83.84965628,54.5752677,35.78684026,40.65299534,-0.132639119,Simple_round
25,0,0.462281221,0.010244049,0.014308721,0.968421053,0.000616318,0.427980544,1,0.197120397,0,0.49741917,0.037870246,0.014308721,0.989473684,0.000107204,0.697395226,1,0.000225492,1,1,1503.362897,601603.5,3543.377971,1503,532,0.353958749,0.752384329,0.602123055,20.87010373,2.825870107,2.356967821,6.660484908,1.741217676,112,0.948721152,0.004340899,0.995677863,875.2058995,831.5766161,696.1289583,0.936485858,1.662473146,0.999630113,0.636592531,8.438986882,111.994325,125.1573676,116.4946925,59.0675786,41.91339381,46.74098522,-0.014655903,Simple_round
26,0,0.514319605,0.012892614,0.014515498,0.965346535,0.000925981,0.29736013,0.985074875,0.281304399,0,0.497394896,0.014188303,0.014257041,0.980676329,0.000767169,0.358851643,1,0.01591049,2,3,1501.538544,1156847.5,4249.361934,1468,1101,0.75,0.715752276,0.805079058,15.60886534,1.363795226,2.830005231,3.859547624,1.654091839,111,0.940303301,0.007994571,0.992068835,1213.649037,751.5394932,637.4258885,0.686318936,2.072858835,0.999512332,0.62776534,8.933953151,63.76857611,81.44600114,73.07747681,54.46250334,42.11703878,47.54563328,-0.126124482,Simple_round
27,0,0.475564763,0.004264323,0.014507533,0.96373057,0.000578654,0.295477748,0.984375285,0.240852671,0,0.501555456,0.015236388,0.014353101,0.975369458,0.000772559,0.461201012,1,0.010616719,2,3,1188.378728,849362.5,3563.396427,1189,1010,0.849453322,0.707277519,0.840571511,14.94979363,1.176612601,2.998536026,3.528115274,1.620462222,108,0.938118419,0.008126095,0.991939407,1039.923999,754.2556791,626.4998178,0.526284183,1.799731989,0.999582288,0.633633054,8.671005874,89.27081424,106.9673801,99.33672144,58.432576,40.82422253,45.7638088,-0.104542014,Simple_round
28,0,0.509610402,0.009287207,0.014513111,0.973958333,0.000365661,0.194736663,1,0.200627736,0,0.487451173,0.011144648,0.014254697,0.959798995,0.000619729,0.494969134,0.984848744,0.007874451,2,3,1475.242353,1130303.5,4254.626872,1441,1088,0.755031228,0.720945103,0.78466084,16.01503474,1.35592128,2.88401893,3.91050264,1.682335655,106,0.924058573,0.013141603,0.987028858,1199.644578,754.1987958,631.7826301,0.673988972,1.808368712,0.999580876,0.628251389,8.786356229,82.89288543,107.0136631,97.07457109,60.77489013,40.03111385,44.82802778,-0.089345785,Simple_round
29,0,0.492777832,0.00991661,0.014508422,0.973262032,0.00025674,0.307309246,0.983871281,0.17592226,0,0.506986307,0.013973405,0.014353982,0.979591837,0.000755364,0.179258766,1,0.005707221,2,2,1199.355243,925234.5,3679.372041,1199,1029,0.858215179,0.749924013,0.858843977,14.631727,1.165554172,3.067791684,3.575677397,1.651423717,125,0.940947042,0.006785307,0.993260423,1085.377885,805.8186544,625.7607145,0.554995913,1.738801095,0.99954366,0.637968032,8.853345227,77.62135634,101.3623395,91.11206062,55.45262687,38.38310185,43.20059218,-0.075924821,Simple_round
30,0,0.484891607,0.010420136,0.014498281,0.979057592,0.000320433,0.241304802,1,0.144074871,0,0.488553404,0.016796065,0.014498281,0.978609626,0.000813147,0.616464814,1,0.002809546,2,2,1263.299252,988237,3802.443111,1255,1049,0.835856574,0.750657617,0.858905777,14.63067423,1.204289087,3.009930628,3.624826607,1.650365934,124,0.942228484,0.003383804,0.996627608,1121.722973,776.4114464,607.9194175,0.567081308,1.817073685,0.999512999,0.634537741,9.018809439,74.6977849,97.44961405,87.30449157,54.9520503,38.25296669,42.10718247,-0.052790286,Simple_round
31,0,0.486108628,0.011844526,0.014343728,0.979591837,0.000570569,0.222055403,1,0.109884661,0,0.497998773,0.010479983,0.014239912,0.979899497,0.000557951,0.190221795,1,0.000646043,1,3,1446.544158,1119540,4285.031858,1409,1048,0.743789922,0.758171298,0.766198626,16.40093076,1.380290227,2.962254443,4.088770857,1.74400971,86,0.927735866,0.027779713,0.972971141,1193.919009,725.0216534,646.0812658,0.670113619,2.071645919,0.999120785,0.624355762,8.745817878,67.70688094,84.05335443,74.73201222,43.71029904,29.98230716,34.69429752,-0.024995731,Simple_round
32,0,0.507317054,0.004479701,0.01448345,0.964467005,0.000614363,0.419158908,0.984694145,0.09888866,0,0.484638261,0.008110993,0.01448345,0.978947368,0.000575095,0.419842477,1,7.85E-05,2,3,1246.215471,984930.5,3783.313166,1230,1066,0.866666667,0.751178709,0.864710767,14.53245535,1.169057665,3.035841919,3.549074265,1.64778448,120,0.941634076,0.003894183,0.996120922,1119.844838,849.2435726,649.0275731,0.511737055,1.911867999,0.999424906,0.635365255,8.734503758,68.19520671,85.76964369,76.81083627,50.70420248,36.48091659,39.80315844,-0.00856284,Simple_round
33,0,0.468035769,0.007499246,0.014503995,0.979057592,0.000479783,0.190321705,1,0.079820756,0,0.552934559,0.014001313,0.014503995,0.964824121,0.000528737,0.499561289,1,0.000113038,1,2,1519.181688,794650,6078.378305,1508,1097,0.727453581,0.480361197,0.270277753,46.49428404,1.384851128,4.001087134,5.540910032,2.333350597,43,0.648590426,0.33108853,0.751264832,1005.872658,653.615703,613.8415856,0.72139101,1.856526557,0.999530666,0.636525499,8.612934205,88.94102042,102.4053693,93.60141235,55.7728796,39.0245263,44.09884656,0.010900437,Simple_round
34,0,0.48859416,0.008131821,0.014432473,0.97979798,0.000698037,0.169582859,1,0.062030639,0,0.509663473,0.009589237,0.014432473,0.960199005,0.000605606,0.562947532,1,0.0021634,1,2,1486.648916,719546,4985.756815,1486,896,0.602960969,0.540420412,0.363752716,34.54646543,1.65920638,3.353688124,5.564460731,2.093096899,48,0.730024144,0.248706129,0.800828936,957.159559,702.9122671,650.1074577,0.788790431,1.779398122,0.999602563,0.631361869,8.713992006,112.4545668,129.8795246,122.9847701,62.20720262,40.20855181,46.79569294,0.045730493,Simple_round
35,0,0.476457929,0.004461298,0.014352434,0.97,0.000573706,0.220138881,0.984924879,0.068262353,0,0.501578617,0.010988771,0.014352434,0.974489796,0.000463363,0.531013358,1,0.004390846,2,3,1537.407233,679807,5065.531418,1536,892,0.580729167,0.496168926,0.33292428,37.74543149,1.72355071,3.29485338,5.678846881,2.086297948,35,0.736813049,0.342145638,0.745075625,930.3532422,981.0567844,614.6380875,0.812883835,2.376384624,0.999431224,0.614333594,8.981635042,118.0772566,134.4884262,126.8253736,60.45031373,38.6211048,45.20164651,0.065391145,Simple_round
36,0,0.48197898,0.011546642,0.01475776,0.979166667,5.03E-05,0.442035784,1,0.165314679,0,0.480505235,0.014585232,0.014310972,0.972677596,9.00E-05,0.781199315,0.983516818,0.01550712,4,6,1365.718858,943491,4712.349742,1260,1142,0.906349206,0.655693854,0.533915581,23.53625004,1.195900927,3.450453739,4.126400824,1.961844189,59,0.79934768,0.087287001,0.919720367,1096.033782,688.8134418,563.7903433,0.592586316,2.150465193,0.999509029,0.615548315,9.130902069,107.3469789,130.2183328,120.5855779,63.81048503,39.19124552,44.82073161,-0.125533727,Simple_round
37,0,0.484601092,0.004894327,0.014506458,0.979591837,0.000248129,0.300318426,1,0.105488692,0,0.482009958,0.011123471,0.014438031,0.975124378,0.000487378,0.164579376,1,0.005902379,1,2,1312.129567,921310,4694.183222,1240,1129,0.910483871,0.658097374,0.525406662,23.91741772,1.162205108,3.577530253,4.157823934,1.981504104,59,0.78341675,0.079379905,0.926457863,1083.073555,773.0103238,615.9341985,0.566650607,1.917362414,0.999621478,0.62743663,8.944893018,99.79512833,125.2809051,117.141129,66.40526371,43.0787914,48.58206734,0.075502086,Simple_round
38,0,0.506894856,0.004586104,0.014356644,0.98974359,3.62E-05,0.555748766,1,0.153258548,0,0.493018492,0.008254987,0.014252735,0.98019802,0.000502287,0.185346353,1,0.005974499,1,2,1510.047681,667068,5542.25638,1511,1005,0.665122435,0.43927813,0.272902018,46.04718826,1.502535006,3.670252568,5.514682965,2.202804602,35,0.674480487,0.358439469,0.736138799,921.5950068,965.4924112,664.5006697,0.754485258,2.710980227,0.999444972,0.616722572,8.605579416,119.51386,128.0667443,123.5252777,61.16698405,43.29730455,50.83132618,0.07624767,Simple_round
39,0,0.474673883,0.025970833,0.014251188,0.989690722,1.80E-05,0.63074868,1,0.185969435,0,0.483700156,0.012258797,0.014441097,0.97979798,0.000534968,0.189670492,1,0.004537696,1,2,1526.173319,688082,5455.996492,1527,1001,0.655533726,0.450160187,0.290470409,43.26213696,1.52464867,3.574952087,5.450545946,2.15822646,32,0.689631891,0.334784953,0.749184352,935.9985109,662.0016963,641.392732,0.777085982,2.573742862,0.999558413,0.636011923,8.807460177,129.2926322,140.7567322,135.539737,66.43589848,47.61655292,54.92881227,0.066037039,Simple_round
40,0,0.490049627,0.021753874,0.014442665,0.979274611,0.000223009,0.562751644,1,0.242889427,0,0.480994192,0.010089429,0.014442665,0.975124378,0.000380847,0.460115271,0.985000252,0.005781988,2,3,1390.728227,744010.5,5241.542738,1391,1134,0.815240834,0.47167068,0.34030683,36.92658945,1.226391734,3.768919504,4.622171727,2.07585851,39,0.715264446,0.33094291,0.751347028,973.2952226,860.7606585,673.6399222,0.474362249,2.89197987,0.999506777,0.616077162,8.595999856,122.5821812,133.7823396,127.0140674,66.22544546,48.06747933,54.54368458,0.075307535,Simple_round
41,0,0.499850828,0.01045217,0.0144926,0.96,0.001286826,0.442897283,0.984924879,0.297228543,0,0.501247181,0.005470025,0.014441238,0.975728155,0.000618294,0.433959049,0.985366088,0.006542707,3,3,1524.732436,700778,5473.310201,1516,1004,0.662269129,0.460412966,0.293961326,42.74838045,1.518657804,3.589685687,5.451504184,2.171948492,37,0.694223441,0.345303363,0.743326767,944.5942312,640.4603329,645.2013958,0.781593746,2.985987431,0.999517937,0.631562729,8.638711733,132.0940416,142.4351744,138.0946684,69.11546537,48.71955996,56.49639586,0.080790889,Simple_round
42,0,0.49089163,0.01852825,0.014507127,0.969072165,0.001882748,0.257293146,0.984456239,0.333060608,0,0.522282827,0.013153338,0.014507127,0.990243902,0.000759614,0.469312149,1,0.006955236,2,3,1301.710413,662544,4895.393458,1302,1118,0.858678955,0.455157745,0.347415654,36.17099711,1.164320584,3.760739261,4.378706134,2.022889859,34,0.729073598,0.340959242,0.745734821,918.4645997,727.4698497,729.5353727,0.350255868,3.160092222,0.999402776,0.612450014,8.516396178,124.2553685,133.0733083,127.5748313,63.43119148,45.25893823,52.35715542,0.083858947,Simple_round
43,0,0.460648582,0.007694048,0.014509047,0.948453608,0.002188461,0.46274313,0.984456239,0.353657919,0,0.502821489,0.005221881,0.014491968,0.99,0.000510051,0.519202282,1,0.00526412,2,3,1162.344613,509349,3988.904006,921,1152,1.250814332,0.480068653,0.402270469,31.23861079,1.008979699,3.431773985,3.462590283,1.924218044,34,0.769934136,0.278410285,0.782221492,805.3094367,686.6941988,569.1715674,0.542039806,1.76345411,0.999547385,0.634048672,8.561982964,132.7228199,144.3310184,139.6573553,57.54645221,37.89802292,43.01640242,0.073636393,Simple_round
44,0,0.474500326,0.00757407,0.014642555,0.949748744,0.00275913,0.456069636,0.984848744,0.363012088,0,0.519611925,0.015472718,0.014248358,0.970731707,0.000493337,0.372369888,0.985294355,0.003526155,2,3,1519.2146,732999.5,5552.81778,1518,1044,0.687747036,0.462520949,0.298735406,42.0652201,1.455186398,3.6550582,5.318790977,2.167376183,35,0.691147707,0.336127105,0.748431789,966.0662243,677.9516415,643.0214671,0.757342737,1.755898201,0.99959348,0.629848261,9.018642759,111.4076198,128.0380126,120.6161504,60.60060225,39.98890268,45.37384607,0.061171506,Simple_round
45,0,0.513432682,0.007840903,0.014494396,0.950738916,0.002558791,0.437736604,0.970299,0.360700173,0,0.484248773,0.009508753,0.014494396,0.97382199,0.000737829,0.55127523,1,0.001774737,3,3,1213.907739,715672,3451.801408,908,1150,1.266519824,0.68537828,0.754800688,16.64859455,1.055571947,2.843545103,3.001566441,1.677260159,72,0.929668,0.019504745,0.980868412,954.5794317,630.0848068,640.4438893,0.600155857,1.297698036,0.999800841,0.650503217,8.322226781,112.9527304,140.8740464,131.806012,72.42370679,47.70185371,66.60306608,0.043787811,Diamond
46,0,0.471903689,0.010683631,0.014494469,0.957671958,0.001979372,0.43869904,0.984042857,0.301307888,0,0.512273126,0.014716027,0.014357077,0.974619289,0.000463877,0.753376033,1,0.00242751,2,2,1089.170326,597241.5,3189.205518,887,1088,1.226606539,0.618867195,0.737895442,17.03001522,1.001075668,2.928105403,2.931255072,1.614787604,72,0.926960625,0.053403858,0.94930353,872.0272333,760.9629869,636.7679129,0.648193802,0.993357796,0.99982831,0.698810565,7.850564918,124.3956127,146.7197212,138.7461689,68.02718445,45.31177663,61.63543307,-0.04796191,Diamond
